"ST","conference","D1School","Seed","Region"
"2017_1416","aac",1,NA,NA
"2017_1417","pac_twelve",1,NA,NA
"2017_1418","sun_belt",1,NA,NA
"2017_1419","sun_belt",1,NA,NA
"2017_1420","aec",1,NA,NA
"2017_1421","big_south",1,NA,NA
"2017_1422","southern",1,NA,NA
"2017_1423","caa",1,NA,NA
"2017_1424","mwc",1,NA,NA
"2017_1425","pac_twelve",1,NA,NA
"2017_1426","sun_belt",1,NA,NA
"2017_1427","cusa",1,NA,NA
"2017_1428","pac_twelve",1,NA,NA
"2017_1429","mwc",1,NA,NA
"2017_1430","wac",1,NA,NA
"2017_1431","cusa",1,NA,NA
"2017_1432","",0,NA,NA
"2017_1433","a_ten",1,NA,NA
"2017_1434","horizon",1,NA,NA
"2017_1435","sec",1,NA,NA
"2017_1436","aec",1,NA,NA
"2017_1437","big_east",1,NA,NA
"2017_1438","acc",1,NA,NA
"2017_1439","acc",1,NA,NA
"2017_1440","southern",1,NA,NA
"2017_1441","southern",1,NA,NA
"2017_1442","summit",1,NA,NA
"2017_1443","cusa",1,NA,NA
"2017_1444","mac",1,NA,NA
"2017_1445","",0,NA,NA
"2017_1446","",0,NA,NA
"2017_1447","nec",1,NA,NA
"2017_1448","acc",1,NA,NA
"2017_1449","pac_twelve",1,NA,NA
"2017_1450","pac_twelve",1,NA,NA
"2017_1451","big_sky",1,NA,NA
"2017_1452","big_twelve",1,NA,NA
"2017_1453","horizon",1,NA,NA
"2017_1454","horizon",1,NA,NA
"2017_1455","mvc",1,NA,NA
"2017_1456","caa",1,NA,NA
"2017_1457","big_south",1,NA,NA
"2017_1458","big_ten",1,NA,NA
"2017_1459","southern",1,NA,NA
"2017_1460","horizon",1,NA,NA
"2017_1461","mwc",1,NA,NA
"2017_1462","big_east",1,NA,NA
"2017_1463","ivy",1,NA,NA
"2017_1464","horizon",1,NA,NA
